Name,Url,Difficulty,Tags
Документы и презентации в LaTeX (Introduction to LaTeX),https://coursera.org/learn/latex,None,"['Computer Science', 'Design and Product']"
Green Business Strategy,https://coursera.org/learn/green-business-strategy,Beginner Level,"['Business', 'Business Strategy']"
Networking and Security Architecture with VMware NSX,https://coursera.org/learn/networking-security-architecture-vmware-nsx,Intermediate Level,"['Information Technology', 'Networking']"
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",https://coursera.org/learn/computers-waves-simulations,Intermediate Level,"['Physical Science and Engineering', 'Research Methods']"
Pharmaceutical and Medical Device Innovations,https://coursera.org/learn/pharma-medical-device-innovations,Beginner Level,"['Business', 'Finance']"
Production Machine Learning Systems,https://coursera.org/learn/gcp-production-ml-systems,Advanced Level,"['Data Science', 'Machine Learning']"
Modeling Risk and Realities,https://coursera.org/learn/wharton-risk-models,None,"['Business', 'Business Essentials']"
Data Processing and Feature Engineering with MATLAB,https://coursera.org/learn/feature-engineering-matlab,Intermediate Level,"['Data Science', 'Data Analysis']"
Planification et Design de Systèmes et Technologies d’Assainissement,https://coursera.org/learn/sanitation-fr,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Intellectual Humility: Science,https://coursera.org/learn/intellectual-humility-science,Beginner Level,"['Arts and Humanities', 'Philosophy']"
Software Design Methods and Tools,https://coursera.org/learn/software-design-methods-tools,Intermediate Level,"['Computer Science', 'Software Development']"
Data Processing Using Python,https://coursera.org/learn/python-data-processing,Beginner Level,"['Computer Science', 'Software Development']"
How Entrepreneurs in Emerging Markets can master the Blockchain Technology,https://coursera.org/learn/entrepreneurs-blockchain-technology,Beginner Level,"['Business', 'Finance']"
Achieving Advanced Insights with BigQuery 日本語版,https://coursera.org/learn/gcp-advanced-insights-bigquery-jp,Beginner Level,"['Information Technology', 'Data Management']"
Management and financial accounting: Know your numbers 1,https://coursera.org/learn/management-accounting,Beginner Level,"['Business', 'Business Essentials']"
"Simulation, Algorithm Analysis, and Pointers",https://coursera.org/learn/simulation-algorithm-analysis-pointers,Beginner Level,"['Computer Science', 'Software Development']"
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform 日本語版,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-jp,Intermediate Level,"['Data Science', 'Data Analysis']"
Creating Toolpaths for a CNC Lathe,https://coursera.org/learn/cnc-toolpaths-cnc-lathe,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Building Resilient Streaming Systems on Google Cloud Platform 日本語版,https://coursera.org/learn/building-resilient-streaming-systems-gcp-jp,Intermediate Level,"['Data Science', 'Data Analysis']"
"Protecting Public Health in a Changing Climate:  A Primer for City, Local, and Regional Action",https://coursera.org/learn/climate-change,Beginner Level,"['Health', 'Public Health']"
Empowering Yourself in a Post-Truth World,https://coursera.org/learn/empowering-yourself-post-truth-world,Beginner Level,"['Personal Development', 'Personal Development']"
Big Data Emerging Technologies,https://coursera.org/learn/big-data-emerging-technologies,Beginner Level,"['Information Technology', 'Data Management']"
Projet de programmation (en Java),https://coursera.org/learn/projet-programmation-java,Intermediate Level,"['Computer Science', 'Software Development']"
صياغة الأفكار المحفِّزة على الابتكار,https://coursera.org/learn/uva-darden-design-thinking-innovation-ar,Beginner Level,"['Business', 'Business Strategy']"
A prática da gestão de clubes e federações esportivas,https://coursera.org/learn/fia-gestao-clubes-federacoes-esportivas,Beginner Level,"['Business', 'Leadership and Management']"
Innovating with the Business Model Canvas,https://coursera.org/learn/uva-darden-innovation-business-model-canvas,Beginner Level,"['Business', 'Leadership and Management']"
التفاوض الدولي وبين الثقافات,https://coursera.org/learn/international-negotiation-ar,Intermediate Level,"['Business', 'Leadership and Management']"
Age of Jefferson,https://coursera.org/learn/ageofjefferson,Beginner Level,"['Arts and Humanities', 'History']"
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,https://coursera.org/learn/design-strategy,Intermediate Level,"['Business', 'Business Strategy']"
Android Graphics with OpenGL ES,https://coursera.org/learn/android-graphics-opengl-es,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
Business Strategy,https://coursera.org/learn/strategy-business,None,"['Business', 'Business Strategy']"
Google Cloud Platform Fundamentals: Core Infrastructure en Français,https://coursera.org/learn/gcp-fundamentals-fr,Intermediate Level,"['Information Technology', 'Cloud Computing']"
Linear Regression in R for Public Health,https://coursera.org/learn/linear-regression-r-public-health,Intermediate Level,"['Health', 'Public Health']"
The 3D Printing Revolution,https://coursera.org/learn/3d-printing-revolution,Beginner Level,"['Business', 'Entrepreneurship']"
Analysis of Business Problems,https://coursera.org/learn/analysis-business-problem-iese,None,"['Business', 'Marketing']"
Symmetric Cryptography,https://coursera.org/learn/symmetric-crypto,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
Introduction to Game Development,https://coursera.org/learn/game-development,None,"['Computer Science', 'Software Development']"
Advanced Clinical Data Science,https://coursera.org/learn/advanced-clinical-data-science,Advanced Level,"['Data Science', 'Data Analysis']"
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,https://coursera.org/learn/dynamics,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
Introduction to Particle Accelerators (NPAP MOOC),https://coursera.org/learn/introduction-particle-accelerators,Intermediate Level,"['Physical Science and Engineering', 'Research Methods']"
From Freedom Rides to Ferguson: Narratives of Nonviolence in the American Civil Rights Movement,https://coursera.org/learn/nonviolence,None,"['Social Sciences', 'Governance and Society']"
Gameplay en videojuegos,https://coursera.org/learn/videojuegos-play,None,"['Computer Science', 'Design and Product']"
Introduction to Machine Learning,https://coursera.org/learn/machine-learning-duke,Intermediate Level,"['Data Science', 'Machine Learning']"
Race and Cultural Diversity in American Life and History,https://coursera.org/learn/race-cultural-diversity-american-life,Beginner Level,"['Personal Development', 'Personal Development']"
Leer a Macondo: la obra de Gabriel García Márquez,https://coursera.org/learn/macondo-gabriel-garcia-marquez,None,"['Arts and Humanities', 'Music and Art']"
"Application of AI, InsurTech, and Real Estate Technology",https://coursera.org/learn/wharton-ai-application-insurtech-real-estate-technology,None,"['Business', 'Finance']"
Biology Meets Programming: Bioinformatics for Beginners,https://coursera.org/learn/bioinformatics,Beginner Level,"['Health', 'Health Informatics']"
Capstone: Create your own professional journalistic portfolio,https://coursera.org/learn/become-a-journalist-capstone,None,"['Arts and Humanities', 'Music and Art']"
Cómo autoconstruir tu vivienda,https://coursera.org/learn/como-autoconstruir-tu-vivienda,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
Data Management for Clinical Research,https://coursera.org/learn/clinical-data-management,Beginner Level,"['Health', 'Research']"
Disease Clusters,https://coursera.org/learn/disease-clusters,Beginner Level,"['Health', 'Public Health']"
Project Planning and Machine Learning,https://coursera.org/learn/industrial-iot-project-planning-machine-learning,Intermediate Level,"['Computer Science', 'Design and Product']"
Innovation for Entrepreneurs: From Idea to Marketplace,https://coursera.org/learn/innovative-entrepreneur,None,"['Business', 'Entrepreneurship']"
What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,https://coursera.org/learn/tgnc-gender-identity-social-change,Beginner Level,"['Personal Development', 'Personal Development']"
Inspiring and Motivating Individuals,https://coursera.org/learn/motivate-people-teams,None,"['Business', 'Leadership and Management']"
Financer un projet à impact social,https://coursera.org/learn/financer-un-projet,Intermediate Level,"['Business', 'Entrepreneurship']"
Développement psychologique de l'enfant,https://coursera.org/learn/enfant-developpement,Beginner Level,"['Health', 'Psychology']"
Introduction to Neuroeconomics: How the Brain Makes Decisions,https://coursera.org/learn/neuroeconomics,Beginner Level,"['Social Sciences', 'Economics']"
Julia Scientific Programming,https://coursera.org/learn/julia-programming,Beginner Level,"['Data Science', 'Data Analysis']"
Capstone Value Creation through Innovation,https://coursera.org/learn/capstone-value-creation-innovation,Intermediate Level,"['Business', 'Entrepreneurship']"
Standardisation & Technology,https://coursera.org/learn/standardisation,Beginner Level,"['Business', 'Business Strategy']"
Математика для всех,https://coursera.org/learn/matematika-dlya-vseh,Beginner Level,"['Math and Logic', 'Math and Logic']"
Visualization for Data Journalism,https://coursera.org/learn/visualization-for-data-journalism,Beginner Level,"['Data Science', 'Data Analysis']"
Acuerdos globales para el desarrollo sostenible,https://coursera.org/learn/acuerdos-globales,Beginner Level,"['Social Sciences', 'Governance and Society']"
Finance for Non-Finance Professionals,https://coursera.org/learn/finance-for-non-finance,Beginner Level,"['Business', 'Finance']"
"Química, guerra y ética",https://coursera.org/learn/quimica-etica,Beginner Level,"['Health', 'Basic Science']"
IT Security: Defense against the digital dark arts,https://coursera.org/learn/it-security,Beginner Level,"['Information Technology', 'Security']"
Reliable Cloud Infrastructure: Design and Process en Français,https://coursera.org/learn/cloud-infrastructure-design-process-fr,Intermediate Level,"['Information Technology', 'Cloud Computing']"
Launching into Machine Learning auf Deutsch,https://coursera.org/learn/launching-machine-learning-de,Intermediate Level,"['Data Science', 'Machine Learning']"
Unraveling the Cycling City,https://coursera.org/learn/unraveling-the-cycling-city,Intermediate Level,"['Social Sciences', 'Governance and Society']"
Human-Centered Design: an Introduction,https://coursera.org/learn/human-computer-interaction,None,"['Computer Science', 'Design and Product']"
Doing Business in Russia,https://coursera.org/learn/business-russia,Beginner Level,"['Business', 'Business Essentials']"
Blockchain and Business: Applications and Implications,https://coursera.org/learn/blockchain-business,None,"['Business', 'Business Essentials']"
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,https://coursera.org/learn/brand-image-high-impact-campaign,Beginner Level,"['Business', 'Marketing']"
Proyecto Final: Chino básico - Lenguaje y cultura empresarial,https://coursera.org/learn/proyecto-final-chino-basico,None,"['Language Learning', 'Other Languages']"
Модели антикризисного жизненного цикла корпоративных систем,https://coursera.org/learn/modeli-antikrizisnogo-jiznennogo-cikla-korporativnyh-sistem,None,"['Computer Science', 'Software Development']"
Tinkering Fundamentals: Motion and Mechanisms,https://coursera.org/learn/tinkering-motion-mechanisms,Beginner Level,"['Personal Development', 'Personal Development']"
Architecting with Google Kubernetes Engine: Foundations em Português Brasileiro,https://coursera.org/learn/foundations-google-kubernetes-engine-gke-br,Intermediate Level,"['Computer Science', 'Software Development']"
Técnicas Microscópicas de Caracterización,https://coursera.org/learn/tecnicas-microscopicas-caracterizacion,None,"['Physical Science and Engineering', 'Research Methods']"
Ecologie Politique: défi de la durabilité pour les démocraties,https://coursera.org/learn/ecologie-politique,Beginner Level,"['Arts and Humanities', 'Philosophy']"
Discover Best Practice Farming for a Sustainable 2050,https://coursera.org/learn/best-practice-farming-sustainable-2050,Beginner Level,"['Health', 'Basic Science']"
Sustainable Fashion,https://coursera.org/learn/sustainable-fashion,Beginner Level,"['Business', 'Business Strategy']"
Introduction to Electronics,https://coursera.org/learn/electronics,None,"['Physical Science and Engineering', 'Electrical Engineering']"
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,https://coursera.org/learn/corp-sustainability,None,"['Business', 'Business Strategy']"
"Lighting, Reflection, and Post Processing Effects",https://coursera.org/learn/lighting-reflection-post-processing,Intermediate Level,"['Computer Science', 'Software Development']"
Computational Social Science Capstone Project,https://coursera.org/learn/css-capstone,Beginner Level,"['Data Science', 'Data Analysis']"
"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",https://coursera.org/learn/cloud-applications-part1,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
Feature Engineering en Español,https://coursera.org/learn/feature-engineering-es,Intermediate Level,"['Data Science', 'Machine Learning']"
Global Adolescent Health,https://coursera.org/learn/youth-health,Beginner Level,"['Health', 'Public Health']"
"English for Science, Technology, Engineering, and Mathematics",https://coursera.org/learn/stem,Beginner Level,"['Language Learning', 'Learning English']"
Introduction to Acoustics (Part 2),https://coursera.org/learn/intro-to-acoustics-2,Intermediate Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
Low Poly Art For Video Games,https://coursera.org/learn/low-poly-art-video-games,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
Statistics for International Business,https://coursera.org/learn/statistics-international-business,None,"['Business', 'Finance']"
Введение в механику деформируемого твёрдого тела (Introduction to the mechanics of deformable solids),https://coursera.org/learn/mekhanika-tvordogo-tela,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Equivalent Circuit Cell Model Simulation,https://coursera.org/learn/equivalent-circuit-cell-model-simulation,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Continuous Integration,https://coursera.org/learn/continuous-integration,Intermediate Level,"['Computer Science', 'Software Development']"
Representaciones culturales de las sexualidades,https://coursera.org/learn/representaciones-culturales,Beginner Level,"['Arts and Humanities', 'Philosophy']"
Инвестиции в акции,https://coursera.org/learn/investicii-akcii,None,"['Business', 'Finance']"
"History of Rock, Part One",https://coursera.org/learn/history-of-rock,None,"['Arts and Humanities', 'Music and Art']"
Политическая география,https://coursera.org/learn/politicheskaya-geografiya,Beginner Level,"['Social Sciences', 'Governance and Society']"
Interactive Computer Graphics,https://coursera.org/learn/interactive-computer-graphics,Intermediate Level,"['Computer Science', 'Software Development']"
Teoria Geral da Administração para Executivos,https://coursera.org/learn/tga-executivos,Beginner Level,"['Business', 'Business Essentials']"
Gathering and Developing the News,https://coursera.org/learn/gathering-the-news,None,"['Arts and Humanities', 'Music and Art']"
Mitigating Security Vulnerabilities on Google Cloud Platform,https://coursera.org/learn/mitigating-security-vulnerabilites-gcp,Intermediate Level,"['Information Technology', 'Cloud Computing']"
Digital Transformation of Financial Services - Capstone Project,https://coursera.org/learn/digital-transformation-financial-services-project,Intermediate Level,"['Business', 'Business Strategy']"
Native Advertising,https://coursera.org/learn/native-advertising,Beginner Level,"['Business', 'Marketing']"
The Wonders and Challenges of Bible Education,https://coursera.org/learn/wonders-challenges-bible-education,Beginner Level,"['Social Sciences', 'Education']"
Identifying Patient Populations,https://coursera.org/learn/computational-phenotyping,Intermediate Level,"['Data Science', 'Data Analysis']"
Методологии антикризисного жизненного цикла корпоративных систем,https://coursera.org/learn/korporativnye-antikrizisnye-methodology,None,"['Computer Science', 'Software Development']"
Fundamentals of Management,https://coursera.org/learn/fundamentals-of-management,None,"['Business', 'Leadership and Management']"
Data Pipelines with TensorFlow Data Services,https://coursera.org/learn/data-pipelines-tensorflow,Intermediate Level,"['Computer Science', 'Software Development']"
Advanced Styling with Responsive Design,https://coursera.org/learn/responsivedesign,None,"['Computer Science', 'Mobile and Web Development']"
Managing Talent,https://coursera.org/learn/managing-talent,None,"['Business', 'Leadership and Management']"
Systems Biology and Biotechnology Capstone,https://coursera.org/learn/systems-biology-capstone,None,"['Physical Science and Engineering', 'Research Methods']"
Cómo resolver problemas y tomar decisiones con eficacia,https://coursera.org/learn/resolucion-decisiones,None,"['Business', 'Leadership and Management']"
"Algorithms, Data Collection, and Starting to Code",https://coursera.org/learn/algorithms-data-collection-code,Beginner Level,"['Computer Science', 'Software Development']"
Ferrous Technology II,https://coursera.org/learn/ferrous-technology-2,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Molecular Evolution (Bioinformatics IV),https://coursera.org/learn/molecular-evolution,Beginner Level,"['Health', 'Health Informatics']"
Value Chain Management Capstone,https://coursera.org/learn/value-chain-capstone,Intermediate Level,"['Business', 'Leadership and Management']"
Взаимодействие языков и культур: сохраняем и расширяем свою идентичность (на примере изучения татарского языка как родного и иностранного),https://coursera.org/learn/tatar-language-and-culture,Beginner Level,"['Language Learning', 'Other Languages']"
Речевой этикет: вежливость и коммуникативные стратегии,https://coursera.org/learn/rechevoj-etiket,Beginner Level,"['Arts and Humanities', 'History']"
Egiptología (Egyptology),https://coursera.org/learn/egypt,Beginner Level,"['Arts and Humanities', 'History']"
Front-End Web Development with React,https://coursera.org/learn/front-end-react,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
EU policy and implementation: making Europe work!,https://coursera.org/learn/eu-making-europe-work,Intermediate Level,"['Social Sciences', 'Governance and Society']"
Beneficios y características de las redes sociales más significativas,https://coursera.org/learn/redes-sociales-caracteristicas,None,"['Business', 'Marketing']"
International Law in Action: the Arbitration of International Disputes,https://coursera.org/learn/arbitration-international-disputes,None,"['Social Sciences', 'Law']"
Medical Neuroscience,https://coursera.org/learn/medical-neuroscience,Advanced Level,"['Health', 'Research']"
Pre-Calculus,https://coursera.org/learn/introduccion-al-calculo,Beginner Level,"['Math and Logic', 'Math and Logic']"
Поиск структуры в данных,https://coursera.org/learn/unsupervised-learning,Intermediate Level,"['Data Science', 'Machine Learning']"
Inglés Empresarial: el márketing y ventas,https://coursera.org/learn/ingles-empresarial-marketing-ventas,Intermediate Level,"['Language Learning', 'Learning English']"
Machine Learning for Business Professionals,https://coursera.org/learn/machine-learning-business-professionals,Intermediate Level,"['Data Science', 'Machine Learning']"
Global Statistics - Composite Indices for International Comparisons,https://coursera.org/learn/global-statistics,Intermediate Level,"['Data Science', 'Data Analysis']"
"Internet History, Technology, and Security",https://coursera.org/learn/internet-history,None,"['Computer Science', 'Computer Security and Networks']"
Games without Chance: Combinatorial Game Theory,https://coursera.org/learn/combinatorial-game-theory,None,"['Math and Logic', 'Math and Logic']"
Психолингвистика (Psycholinguistics),https://coursera.org/learn/psikholingvistika,None,"['Health', 'Psychology']"
Operations Analytics,https://coursera.org/learn/wharton-operations-analytics,None,"['Business', 'Business Strategy']"
"Requerimientos, planeación, ejecución y medición de estrategias para redes sociales",https://coursera.org/learn/mercadotecnia-sociales,None,"['Business', 'Marketing']"
ART of the MOOC: Arte Público y Pedagogía,https://coursera.org/learn/arte-publico-pedagogia,None,"['Arts and Humanities', 'Music and Art']"
Keeping up with Change: Issues for the Finance Professional,https://coursera.org/learn/change-for-the-finance-professional,None,"['Business', 'Finance']"
How To Land the Job You Want (Capstone Project),https://coursera.org/learn/job-interview-capstone,None,"['Business', 'Business Strategy']"
Evaluación de inversiones en Bienes de Capital,https://coursera.org/learn/evaluaciondeinversiones,Intermediate Level,"['Business', 'Finance']"
Pixel Art for Video Games,https://coursera.org/learn/pixel-art-video-games,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Foundations of Teaching for Learning: Being a Professional,https://coursera.org/learn/professional-teacher,None,"['Social Sciences', 'Education']"
علم النجاح: ما يجب أن تعرفه من الباحثين,https://coursera.org/learn/success-ar,Beginner Level,"['Business', 'Leadership and Management']"
Genomic Data Science Capstone,https://coursera.org/learn/genomic-data-science-project,None,"['Data Science', 'Data Analysis']"
التقانة والمستشعرات النانوية - الجزء الثاني,https://coursera.org/learn/taknulujia-alnnanu2,None,"['Physical Science and Engineering', 'Chemistry']"
First Steps in Making the Business Case for Sustainability,https://coursera.org/learn/sustainable-business,Beginner Level,"['Business', 'Leadership and Management']"
Cost and Economics in Pricing Strategy,https://coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,Beginner Level,"['Business', 'Marketing']"
Costos para los Negocios,https://coursera.org/learn/costosparanegocios,Intermediate Level,"['Business', 'Marketing']"
Feeding the World,https://coursera.org/learn/feedingtheworld,Beginner Level,"['Health', 'Basic Science']"
Software Architecture for the Internet of Things,https://coursera.org/learn/iot-software-architecture,None,"['Computer Science', 'Software Development']"
Control automático: La tecnología invisible,https://coursera.org/learn/control-automatico,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
"FinTech: Foundations, Payments, and Regulations",https://coursera.org/learn/wharton-fintech-overview-payments-regulations,Beginner Level,"['Business', 'Business Essentials']"
Spatial Data Science and Applications,https://coursera.org/learn/spatial-data-science,Intermediate Level,"['Data Science', 'Data Analysis']"
口腔种植学 （Implant Dentistry）,https://coursera.org/learn/implant-dentistry-chinese,Intermediate Level,"['Health', 'Patient Care']"
Fundamentals of Global Energy Business,https://coursera.org/learn/energy-business,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Evaluating the Quality of Healthcare Delivery,https://coursera.org/learn/quality-of-healthcare,Beginner Level,"['Health', 'Healthcare Management']"
Introduction to Genetics and Evolution,https://coursera.org/learn/genetics-evolution,None,"['Health', 'Basic Science']"
The Outcomes and Interventions of Health Informatics,https://coursera.org/learn/the-outcomes-and-interventions-of-health-informatics,Beginner Level,"['Health', 'Health Informatics']"
"History of Rock, Part Two",https://coursera.org/learn/history-of-rock-2,None,"['Arts and Humanities', 'Music and Art']"
Nursing Informatics Training and Education,https://coursera.org/learn/training-others-nursing-informatics,Intermediate Level,"['Health', 'Health Informatics']"
Современный менеджмент,https://coursera.org/learn/modernmanagement,None,"['Business', 'Business Essentials']"
Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://coursera.org/learn/social-impact,Beginner Level,"['Business', 'Entrepreneurship']"
Art and Science of Machine Learning 日本語版,https://coursera.org/learn/art-science-ml-jp,Intermediate Level,"['Data Science', 'Machine Learning']"
Geopolítica y gobernanza global: riesgos y oportunidades,https://coursera.org/learn/geopoliticaygobernanzaglobal,None,"['Social Sciences', 'Governance and Society']"
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://coursera.org/learn/mechanics2,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
Securing and Integrating Components of your Application,https://coursera.org/learn/securing-integrating-components-app,Intermediate Level,"['Computer Science', 'Software Development']"
iOS App Development Basics,https://coursera.org/learn/ios-app-development-basics,None,"['Computer Science', 'Mobile and Web Development']"
Calculus and Optimization for Machine Learning,https://coursera.org/learn/calculus-and-optimization-for-machine-learning,Intermediate Level,"['Math and Logic', 'Math and Logic']"
Framework for Data Collection and Analysis,https://coursera.org/learn/data-collection-framework,Intermediate Level,"['Data Science', 'Data Analysis']"
Relationship Management,https://coursera.org/learn/relationship-management,Advanced Level,"['Business', 'Leadership and Management']"
Estilos de Liderazgo: opciones para avanzar en desafíos complejos,https://coursera.org/learn/estilos-liderazgo,Intermediate Level,"['Personal Development', 'Personal Development']"
Studying Cities: Social Science Methods for Urban Research,https://coursera.org/learn/studying-cities-social-science-methods-for-urban-research,None,"['Social Sciences', 'Education']"
Introduction to Chemistry:  Reactions and Ratios,https://coursera.org/learn/intro-chemistry,Beginner Level,"['Physical Science and Engineering', 'Chemistry']"
Embedded Software and Hardware Architecture,https://coursera.org/learn/embedded-software-hardware,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
International Leadership and Organizational Behavior,https://coursera.org/learn/organizational-behavior,None,"['Business', 'Leadership and Management']"
Negociações de sucesso: estratégias e habilidades essenciais (em Português),https://coursera.org/learn/negociacao,None,"['Business', 'Business Essentials']"
Mastering Data Analysis in Excel,https://coursera.org/learn/analytics-excel,None,"['Data Science', 'Data Analysis']"
Dealing With Missing Data,https://coursera.org/learn/missing-data,None,"['Data Science', 'Data Analysis']"
The Arts and Science of Relationships: Understanding Human Needs,https://coursera.org/learn/human-needs,Beginner Level,"['Personal Development', 'Personal Development']"
Weight Management: Beyond Balancing Calories,https://coursera.org/learn/weight-management-beyond-balancing-calories,Beginner Level,"['Health', 'Nutrition']"
Elastic Cloud Infrastructure: Scaling and Automation en Español,https://coursera.org/learn/gcp-infrastructure-scaling-automation-es,Intermediate Level,"['Information Technology', 'Cloud Computing']"
English for Business and Entrepreneurship,https://coursera.org/learn/business,Beginner Level,"['Language Learning', 'Learning English']"
"Инженер - менеджер настоящего, системный архитектор будущего",https://coursera.org/learn/systems-engineering-5,Intermediate Level,"['Business', 'Business Strategy']"
Chinese Culture and Contemporary China,https://coursera.org/learn/china-culture-contemporary,Beginner Level,"['Arts and Humanities', 'History']"
3D Printing Applications,https://coursera.org/learn/3d-printing-applications,Beginner Level,"['Business', 'Entrepreneurship']"
Strategic Management of Innovation,https://coursera.org/learn/strategic-management-of-innovation,None,"['Business', 'Business Strategy']"
Fundamentals of Accounting Capstone,https://coursera.org/learn/accounting-fundamentals-project,Beginner Level,"['Business', 'Business Essentials']"
Principles of fMRI 2,https://coursera.org/learn/functional-mri-2,None,"['Data Science', 'Data Analysis']"
"Introduzione alla fisica sperimentale: elettromagnetismo, ottica, fisica moderna",https://coursera.org/learn/fisica-sperimentale-fisica-moderna,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Coaching Practices,https://coursera.org/learn/coaching-practices,None,"['Business', 'Leadership and Management']"
Single Page Web Applications with AngularJS,https://coursera.org/learn/single-page-web-apps-with-angularjs,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
"Functions, Methods, and Interfaces in Go",https://coursera.org/learn/golang-functions-methods,Intermediate Level,"['Computer Science', 'Software Development']"
Linear Circuits 2: AC Analysis,https://coursera.org/learn/linear-circuits-ac-analysis,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Opioid Epidemic: From Evidence to Impact,https://coursera.org/learn/opioid-epidemic,Beginner Level,"['Health', 'Public Health']"
Bacteria and Chronic Infections,https://coursera.org/learn/bacterial-infections,None,"['Health', 'Patient Care']"
Human Resources Management Capstone: HR for People Managers,https://coursera.org/learn/human-resources-management-capstone,None,"['Business', 'Leadership and Management']"
Ethical Social Media,https://coursera.org/learn/ethical-social-media,None,"['Social Sciences', 'Governance and Society']"
Electric Vehicles and Mobility,https://coursera.org/learn/electric-vehicles-mobility,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Estrategia Empresarial,https://coursera.org/learn/estrategia-empresarial,Beginner Level,"['Business', 'Leadership and Management']"
Cultural intelligence: Become a global citizen,https://coursera.org/learn/cultural-intelligence,None,"['Business', 'Leadership and Management']"
The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://coursera.org/learn/raspberry-pi-platform,None,"['Computer Science', 'Software Development']"
Hands-on Text Mining and Analytics,https://coursera.org/learn/text-mining-analytics,Intermediate Level,"['Data Science', 'Data Analysis']"
Materials Science: 10 Things Every Engineer Should Know,https://coursera.org/learn/materials-science,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
Python and Machine-Learning for Asset Management with Alternative Data Sets,https://coursera.org/learn/machine-learning-asset-management-alternative-data,Intermediate Level,"['Business', 'Finance']"
Сравнение и создание групп,https://coursera.org/learn/sravneniye-sozdaniye-grupp,Intermediate Level,"['Data Science', 'Data Analysis']"
Agile Planning for Software Products,https://coursera.org/learn/agile-planning-for-software-products,None,"['Computer Science', 'Software Development']"
Data Analytics for Lean Six Sigma,https://coursera.org/learn/data-analytics-for-lean-six-sigma,Beginner Level,"['Data Science', 'Data Analysis']"
"System Validation (4): Modelling Software, Protocols, and other behaviour",https://coursera.org/learn/system-validation-software-protocols,Advanced Level,"['Computer Science', 'Software Development']"
Electric Power Systems,https://coursera.org/learn/electric-power-systems,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Disability Awareness and Support,https://coursera.org/learn/disability-awareness,None,"['Social Sciences', 'Education']"
Management Fundamentals,https://coursera.org/learn/management-fundamentals-healthcare-administrators,Beginner Level,"['Business', 'Leadership and Management']"
Cryptography,https://coursera.org/learn/cryptography,None,"['Computer Science', 'Computer Security and Networks']"
Business English: Meetings,https://coursera.org/learn/business-english-meetings,Intermediate Level,"['Language Learning', 'Learning English']"
International and Cross-Cultural Negotiation,https://coursera.org/learn/international-negotiation,Intermediate Level,"['Business', 'Leadership and Management']"
Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,https://coursera.org/learn/electrones-en-accion,None,"['Physical Science and Engineering', 'Electrical Engineering']"
"Biological Diversity (Theories, Measures and Data sampling techniques)",https://coursera.org/learn/biological-diversity,Intermediate Level,"['Health', 'Basic Science']"
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform auf Deutsch,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-de,Intermediate Level,"['Data Science', 'Data Analysis']"
Sustainable Agricultural Land Management,https://coursera.org/learn/sustainable-agriculture,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Auditing II: The Practice of Auditing,https://coursera.org/learn/auditing-part2-the-practice,None,"['Business', 'Business Essentials']"
